nts_song,spotify_track,nts_artist,spotify_artist,song_sim,artist_sim
ushirozi (ushiro sugata),Umi No Ue Kara,huitsushiyumanzu,Yasuaki Shimizu,0.4211,0.5161
hush money,DASH SNOW,blue iverson (dean blunt),Dean Blunt,0.4211,0.5714
lost tribe,Real Life,powerman,Emiranda,0.4211,0.5
one wish,On The Roof,the news,The Feelies,0.4211,0.6316
shake it up,The Line,the vibrations,The GN Band,0.4211,0.56
be free,Be Your Girl,computer sex,Teedra Moses,0.4211,0.5
i wanna be with you (,man in the mirror,maze,MIKE,0.4211,0.5
love song,Send It On,jane,D'Angelo,0.4211,0.5
dark river,Shivering,david horriddge,David Kilgour,0.4211,0.5714
natural one,Marshall,folk implosion,Frank LoCrasto,0.4211,0.5
st. martin de porres,Islands In The Sky,mary lou willliams,Murry Wilson,0.4211,0.5333
someone to call my lover,It's Only Life,"the rests,",The Feelies,0.4211,0.5714
chicago / call on me,Gotta Find A Woman,compilation,Platinum Hook,0.4211,0.5
bakom glaset,My Girl,dina gon,Al Green,0.4211,0.5
dark river,Shivering,david horridge,David Kilgour,0.4211,0.5926
mystic lady,Main Man,"marc bolan,",Marc Bolan;T. Rex,0.4211,0.7143
ce matin la,The Line,air french band,The GN Band,0.4211,0.5385
unloaded,Rum Nobbler,faye wong,A.R. Wilson,0.4211,0.5
love me this evening,Crying Every Night,stranger cole & gladstone anderson,Stranger Cole,0.4211,0.5532
amajan,Weird Caravan,ilyas ahmed,Klaus Schulze,0.4211,0.5
i owe it to myself,It's Gonna Be Lonely,prime time,Prince,0.4211,0.5
raw through a straw,Stop the World for a Day,terre thaemlitz,The Twilights,0.4186,0.5
eight days a week,The Girl Across the Street,hiroshi satoh,Moses Smith,0.4186,0.5
"play, the violin, play",Da Ya Think I'm Sexy?,kyrlo stetsenko (,Rod Stewart,0.4186,0.5
crying in the night,The Night We Saw The Sun,"stevie nicks,",Steve Gray,0.4186,0.5217
we travel the spaceways,Lost In The Paradise,general strike,Gal Costa,0.4186,0.5217
u n me (,If You'd Be Mine,hi mount,Shuggie Otis,0.4167,0.5
one who cares,Grand Hotel,uku kuut,Uku Kuut,0.4167,1.0
somewhere,Do You Remember,bill horn,Jill Scott,0.4167,0.5263
sam the samba man,The Way,rah band,The Gap Band,0.4167,0.6
she cries your name,What Did You Do to Me? - Pt 2,beth orton,Bloodstone,0.4167,0.5
red house,Long Road Ahead,jimi henrdrix,Jim Ford,0.4167,0.5714
robot adept,Mountain Lake,novye kompozitory,No Deposit,0.4167,0.5185
clockwork train,Tow Truck,brotherhood of lizards,The Sabres Of Paradise,0.4167,0.5455
enchanted sky machines,The Vigilante - Remastered,judee sill,Judee Sill,0.4167,1.0
married life,We Need Love,thorny shorby nyenwi,Johnny Osbourne,0.4167,0.5143
what's on your mind (super club remix),The Thistle (Video Soundtrack Mix),janette renee,Jesse Rae,0.4167,0.5455
don't watch my size,Watching Me (2020 Remastered),phil pratt,Jill Scott,0.4167,0.5
unreleased,Parallelograms,noa records,Linda Perhacs,0.4167,0.5
heart trouble,On The Roof,the parliaments,The Feelies,0.4167,0.6154
the replacements,She Says,swingin party,So Klarity,0.4167,0.5217
drowned village,Real Life,magician,Emiranda,0.4167,0.5
leap of faith,Gentle Rain,lexx,Lexx,0.4167,1.0
lady with the smoke,Wouldn't You Love to Love Me?,sangrine,Prince,0.4167,0.5714
my sweet baby,Mystic Lady,j. trombey,T. Rex,0.4167,0.5
death is a dream,The Line,the mann,The GN Band,0.4167,0.6316
you are (demo),Dear Money,josephine network,Josephine Network,0.4167,1.0
married life,We Need Love,thony shorby nyenwi,Johnny Osbourne,0.4167,0.5294
make it last,Reality Surf,edee,Bladee,0.4167,0.6
takin' time,I Stand Alone,craig asp,Calif Malibus,0.4167,0.5455
wave naturelle,Weissensee,neu!,NEU!,0.4167,1.0
natsu nandesu,Outstanding,happy end,The Gap Band,0.4167,0.5714
if we don't,If You See Me,"94 east,",94 East;Prince,0.4167,0.6364
in the rain,Are You There,dramatics,America,0.4167,0.5
nothing has changed,Watching Me (2020 Remastered),nankivells optet,Jill Scott,0.4167,0.5385
hell & sorrow,On The Roof,hortens ellis,The Feelies,0.4167,0.5833
comfortable gestures,For No One - Remastered 2009,"steve beresford,",The Beatles,0.4167,0.5185
keep it warm,Reality Surf,flo and eddie,Bladee,0.4167,0.5263
how to get rich in rotterdam,Hold Me In A New Way,geluidshouwerij,Elaine Howley,0.4167,0.5
en volant,Castles Of Sand,alec mansion,Jermaine Jackson,0.4167,0.5
i hope you really love me,I'm Trying to Be Your Friend,soulful kinda seventies,The Soul Stirrers,0.4151,0.5
i've got to let him know,Wouldn't You Love to Love Me?,lorraine,Prince,0.4151,0.5714
beauty in the dark (groove with you) (mos def remix),My Love Is Your Love (Forever),the isley brothers,The Isley Brothers,0.4146,1.0
the inside out,Henry's In Love,henry badowski,Henry Badowski,0.4138,1.0
journey to lagos,Next Tomorrow,duval timothy,Duval Timothy,0.4138,1.0
tira a mao,Flamengo Até Morrer,marcos valle,Marcos Valle,0.4138,1.0
let the river run,Another Door,carly simon,Carly Simon,0.4138,1.0
after midnight,Dark and Hungry,blue,Sugar Blue,0.4138,0.5714
days as echoes,Rainy Afternoon,misha panfilov sound combo,Misha Panfilov,0.4138,0.7
einsamkeit,Kleine Segelschiffe,prinz & prinz,Prinz & Prinz,0.4138,1.0
knockin' (nobody's home),Me And Those Dreamin' Eyes Of Mine,angel grant,D'Angelo,0.4138,0.5263
the emporer,Woman Of The World,donald byrd,Donald Byrd,0.4138,1.0
aftermath,Strange Relationship,tricky,Prince,0.4138,0.5
how stupid mr bates,The Future,police,Prince,0.4138,0.6667
love me forever,You're so Fine,carlton & his shoes,Papa Bear & His Cubs,0.4138,0.5128
love theme (reprise),The Loser,nobuo yagi,Nobuo Uematsu,0.4138,0.6087
always in danger,Pink Cashmere,choice,Prince,0.4138,0.5
go out and get it,Go Down Easy,john & beverly martyn,John Martyn,0.4138,0.6875
go out and get it,Go Down Easy,john and beverly martyn,John Martyn,0.4138,0.6471
natural energy,Raised Eyebrows,the cool notes,The Feelies,0.4138,0.56
nude walkin',Misunderstandings,craig t. cooper,Chris & Cosey,0.4138,0.5714
baby i love you,I Feel So Down,barracuda,Barracuda,0.4138,1.0
something greater than all of it,The Girl Across the Street,jimmy means smut,Moses Smith,0.4138,0.5185
the thing,Everything She Wants,the pixies,The Egyptian Lover,0.4138,0.5
go out and get it,Go Down Easy,john and beverley martyn,John Martyn,0.4138,0.6286
down 4 whateva,Was keiner wagt,nuttin nyce,Konstantin Wecker,0.4138,0.5714
dolphins,Kaleidoscopic Visions,spinners,Tom Skinner,0.4138,0.6316
i will not mind,Midnight Train,jimmy campbell,Tommy James,0.4138,0.56
love never fails,Home Business,greg kihn band,The GN Band,0.4138,0.56
is it a star,Drying in the Sun,daryl hall / john oates,Daryl Hall & John Oates,0.4138,0.9565
a love that's real,On The Roof,the eptones,The Feelies,0.4138,0.6364
strong relax,Snowfall Serenade,good block,Volodja Brodsky,0.4138,0.56
out of time,The Story Of Light,illustrator,William Orbit,0.4138,0.5
keep telling me (,Wake Up Song,funk freaks,Sunfear,0.4138,0.5556
wall street,A grand love theme,jackie mitoo,Kid Loco,0.4138,0.5
dolphins,Kaleidoscopic Visions,spinner,Tom Skinner,0.4138,0.6667
"if you want to sing out, sing out",What a Wonderful Thing Love Is,cat stevens,Al Green,0.4127,0.5263
"if you want to sing out, sing out",What a Wonderful Thing Love Is,"cat stevens,",Al Green,0.4127,0.5
heart of the city,Put a Little Away,unknown artist,Innovations,0.4118,0.56
smoke signals,So High - Tapes Remix,hidden operator,Hidden Operator,0.4118,1.0
e preciso perdoar,Mi Chico Favorito,"cesaria evora,",Susana Estrada,0.4118,0.5
out of the storm (c's planet e special mix),The Emperor's New Clothes,incognito,Sinéad O'Connor,0.4118,0.5
moment of time,Tired of Being Alone,pamela golden,Al Green,0.4118,0.5714
am i really here ?,Faith Is The Key,moonlight,EnLIGHTment,0.4118,0.6
peri pherial vision,Strolling Along,robert & medici,Robert Lester Folsom,0.4118,0.5143
pink's at the door,Bunny Is A Rider,scarlett o'malley,Caroline Polachek,0.4118,0.5294
i'll come running,A Love Reputation,henry & his kasuals,Denise LaSalle,0.4118,0.5455
do me right (remix),Do You Remember,jill francis,Jill Scott,0.4118,0.5455
peri pherial vision,Strolling Along,robert e. medici,Robert Lester Folsom,0.4118,0.5556
i want it that way,Biya Ba Man Biya,delon,Devon Rexi,0.4118,0.5333
"oba, la vem ela",You Only Live Twice,jorgen ben,John Barry,0.4118,0.5
moonwalk (edit),Love On A Two Way Street,orange power,Grant Green,0.4103,0.5217
was that the last time,Through the Night,duval timothy,Duval Timothy,0.4103,1.0
all flowers in time,I Cry In the Morning,"gloria de oliveira,",Dennis Olivieri,0.4103,0.5294
sunshine sometime (instrumental 1970),That Would Be Something - Remastered 2011,paul mccartney,Paul McCartney,0.4103,1.0
when he calls me,Sunshine Only Sometimes,edee leatherwood,Robert Lester Folsom,0.4103,0.5
when it's all over,Mother Nature's Spies,fauzia,Fila Brazillia,0.4103,0.5
i only wanted to love you,It's Only Life,the sass,The Feelies,0.4103,0.5263
cccan't you see,Ain't No Stopping Us Now,viscous pink,Risco Connection,0.4103,0.5
fantasy on eleanor rigby,Telephone Thing,therapy,The Fall,0.4103,0.5333
gentle love,Nothing Impossible with Love,greg mendez,Al Green,0.4103,0.5263
elle avait la maniere,Guatamalan Strange,jean-michel gascuel,Michael James,0.4103,0.5625
seventh heaven (downtown mix),Etched in Stone,deception,Sepiatone,0.4091,0.5556
you gotta make it loose,Love Come Set Me Free,patrick cowley,Patrick Cowley,0.4091,1.0
here comes the ladder of divine ascent,Heaven Knows The Good Lord's Got A Sense Of Humour,jonny dillon,Jonny Dillon,0.4091,1.0
hope to meet you,Candombe del no sé quien soy,"multi-interpretes,",Los Terapeutas,0.4091,0.5
your love is dynamite,"Holding You, Loving You",donnell pitman,Don Blackman,0.4091,0.5385
you go on natural,Your Love Makes Me a Winner,earthling,arian,0.4091,0.5714
bass in action ndeg 2,Spooks - Single Version,tonio rubio,Tom Tom Club,0.4091,0.5217
beautiful vision outtakes,Dweller On the Threshold,van morrison,Van Morrison,0.4082,1.0
lalo o le mauga (e malu ai),I Found My Smile Again,sanguine,D'Angelo,0.4082,0.5
love's too hot to hide,She's Just the Type of Girl,clifford coultour,Circuitry,0.4082,0.5385
finally made it home,A Tour in Italy - Dub Version,arnold blair,Bandaid,0.4082,0.5263
i'm a girl you can hold irl,Can't Get Over You With You,ml buch,ML Buch,0.4074,1.0
the guardian angel is watching over us,Then and forever,the golden flamingo orchestra,Ronald Langestraat,0.4074,0.5532
big mood (45 version),Sing a Happy Song (Shake It Down),exo fender,Eboni Band,0.4074,0.5
inspiration information,Sueno Latino - Paradise Version,shuggie ptis,Sueño Latino,0.4074,0.5
bandit ducks from outer space,Calculated Reactive Space,science patrol,Voice Actor,0.4074,0.56
tattoo (giving it all up for love),How It Make You Feel,philip lynott,Jill Scott,0.4074,0.5217
give me your love,"Tell Me, Tell Me (How Ya Like to Be Loved)",curtis mayfield,Curtis Mayfield,0.4068,1.0
i have a woman inside my soul,Have You Seen a Horizon Lately,"yoko ono,",Yoko Ono,0.4068,0.9412
new star in the sky (vegyn version),The Night We Saw The Sun,"vegyn,",Steve Gray,0.4068,0.5
do it to me one more time (ver.),Love Don't Come No Stronger,"jennifer lara,",Jeff Perry,0.4068,0.5
why don't we fall in love (main),Your Love Makes Me a Winner,"amerie,",arian,0.4068,0.5
still in love with you,Spring Is Coming With a Strawberry in the Mouth,rex lamey,Roger Doyle,0.4058,0.5
in light of that learnt later (purelink remix),Playboy of the Western World,corker conboy,Connie Converse,0.4054,0.5
sunshine sometime (unreleased instrumental),That Would Be Something - Remastered 2011,paul mccartney,Paul McCartney,0.4048,1.0
what's good for the goose (dub out mix),"Brawling Broads - From The ""Coffy"" Soundtrack","omar-s,",Roy Ayers,0.4048,0.5
i don't want to fall in love again,One Second to Toe the Line,cindy lee,Cindy Lee,0.4,1.0
baby blue,Heavy Metal,cindy lee,Cindy Lee,0.4,1.0
flesh and blood,Diamond Jubilee,cindy lee,Cindy Lee,0.4,1.0
helpless,Wivenhoe Bells II,cleaners from venus,Cleaner From Venus,0.4,0.973
wivenhoe bells ii,Helpless,cleaners from venus,The Cleaners From Venus,0.4,0.9048
the artichoke that loved me,A Girl With Cars in Her Eyes,cleaners from venus,The Cleaners From Venus,0.4,0.9048
here's some universe,How It Make You Feel,dj sports,Jill Scott,0.4,0.5263
steady,Tiny,stone,Stone,0.4,1.0
springs near,My Bell Rings,parsley,Operelly,0.4,0.5333
vratimo se prirodi,man in the mirror,moni,MIKE,0.4,0.5
so many things,You've Got Me Hung Up,3 ring circuit,King Tutt,0.4,0.5217
silver trees,Anywhere Else,henry badowski,Henry Badowski,0.4,1.0
gotta do somethin / might as well cultivate,Goodnight Tonight,awakening,Wings,0.4,0.5714
sayonara,A Day in the Park,ryuichi sakamoto,Ryuichi Sakamoto,0.4,1.0
money's too tight (to mention),I Cry (Night after Night),the valentines bros,The Egyptian Lover,0.4,0.5405
dragonfly,Dreams,fleetwood mac,Fleetwood Mac,0.4,1.0
peligro (dancer),Parallelograms,panda bear,Linda Perhacs,0.4,0.5217
flesh and time,Outstanding,the kiwi animal,The Gap Band,0.4,0.5185
pretty sad face,TRUST FUND BABY,amaarae,Amaarae,0.4,1.0
was that the last time?,Through the Night,duval timothy,Duval Timothy,0.4,1.0
never come back,Here Comes the Cigarettes.....,the jeremihs,The Cigarettes,0.4,0.5385
sight so sweet,Higher,kokoroko,Kokoroko,0.4,1.0
be my baby (ronettes cover),In My Room - Remastered,the beach boys,The Beach Boys,0.4,1.0
"homesickness, pt. 2",The Homeless Wanderer,emahoy tsegu-maryam gubrou,Emahoy Tsege Mariam Gebru,0.4,0.8235
in la (side a),Finite Jest,baba stiltz,Baba Stiltz,0.4,1.0
frontier,Present,miki nakatani,Yukihiro Takahashi,0.4,0.5161
car on a hill,"You Turn Me On, I'm a Radio",joni mitchell,Joni Mitchell,0.4,1.0
szepty,List,pejzaz,Pejzaż,0.4,0.8333
list,Szepty,pejzaz,Pejzaż,0.4,0.8333
bizarre (,Blurry,rip swirl,RIP Swirl,0.4,1.0
unloaded,Lowdown,world standard,Ronald Langestraat,0.4,0.5
fell from the sun,My Bell Rings,opal,Operelly,0.4,0.5
the wind cries mary,Second Head,the jimi hendrix experience,The Teardrop Explodes,0.4,0.5
ferris wheel,Somewhere I Belong,gabor szabo,Gábor Szabó,0.4,0.8182
goodnight tonight (wings demo 1978),Distractions - Remastered 2017,paul mccartney,Paul McCartney,0.4,1.0
the visit,On The Roof,the visitors,The Feelies,0.4,0.5217
live in the studio,Theme of the PCCP,ddwy,ddwy,0.4,1.0
a day in the park,THE LEFT BANK,ryuicchi sakamoto,Ryuichi Sakamoto;Robin Scott,0.4,0.7111
love & passion,Love Come Set Me Free,patrick cowley,Patrick Cowley,0.4,1.0
live session,In the Garden,tristwch y fenywod,Triste Janero,0.4,0.5161
let us be one,Keep On Lovin' Me,new hope,The Whispers,0.4,0.5
catch a tan,Wave Away,dj absolutely shit,Dolly Mixture,0.4,0.5161
i wanna dance,The Woman's Touch,kjb & the dreamers,The Cigarettes,0.4,0.5
going out,Come Around,carla dal forno,Carla dal Forno,0.4,1.0
mornin,Onipa Nse Hwee,kenn pettiford,Nana Tuffour,0.4,0.5385
kraut,pure heart,zatua,ABUNAI,0.4,0.5455
eddie quansa,Home Business,peacocks gutter band,The GN Band,0.4,0.5161
"homesickness, pt. 2",The Homeless Wanderer,tsegue-maryam guebrou,Emahoy Tsege Mariam Gebru,0.4,0.6957
be kind to me,Selassie is the Chapel,michael hurley & pals,Bob Marley & The Wailers,0.4,0.5333
this love,The Delivery Man,me & you,Smith & Mudd,0.4,0.5
crack up (rhythm mix),Catch My Drift,a.r. kane,A.R. Kane,0.4,1.0
brainwashed,Falling Down a Well,jack j & linda fox,Jack J,0.4,0.5
idontwannaflo,Stronger Than Her Love,senations fix,The Flirtations,0.4,0.5
minefield,In The Sand,i-level,iLEVEL,0.4,0.9231
everything you want,Fine Anyway,roger fakhr,Rogér Fakhr,0.4,0.9091
hutcherson,pure heart,naemi,ABUNAI,0.4,0.5455
tsegeeradaa,Let's Stay Together,tilaye gebre,Al Green,0.4,0.5
edit service 8,Make It With You,it's a fine line,Claudine Longet,0.4,0.5161
i saw the light,L.A. NIGHT,"yukihiro takahashi,",Yasuko Agawa,0.4,0.5161
i want to be the president,The Thistle (Video Soundtrack Mix),electralane,Jesse Rae,0.4,0.5
regratitude,Free Mind,tillmans,Tems,0.4,0.5
mid tide,Sink To Dusk,patrick holland,Patrick Holland,0.4,1.0
rise up version,pure heart,"bullwakie,",ABUNAI,0.4,0.5
holiday house,The Woman's Touch,the catburgers,The Cigarettes,0.4,0.6429
buck em down,Spaceman,black moon,LoneMoon,0.4,0.5556
love that will not die,"Don't Think Twice, It's All Right",johnny guitar watson,Johnny Cash,0.4,0.5806
where do i belong,Dreaming,jason steel,Jon Hassell,0.4,0.6364
love is,Work for Love,martini,Ministry,0.4,0.5333
un sogno,Human Nature,macho,Madonna,0.4,0.5
silent (bullion remix),Melody (1983 Club Vinyl Mix),pytko,Plustwo,0.4,0.5
amateur lover,Roadrunner (Once),the superiors band & their soul singers,Jonathan Richman & The Modern Lovers,0.4,0.5067
world crisis,Love and Happiness,michael rose,Al Green,0.4,0.5
way star,The Visitors,rubba,ABBA,0.4,0.6667
daddy's gonna tell you no lie,Forge Your Own Chains,"red hot org,",D.R. Hooker,0.4,0.5217
frank locastro,Safari Boys,simple times,Sharp Ties,0.4,0.6364
frank locrasto,Safari Boys,simple times,Sharp Ties,0.4,0.6364
space race,The Corner,luke vibert,Lewsberg,0.4,0.5263
drive me crazy!,Do You Remember,lil yachty,Jill Scott,0.4,0.5
little flower,The Way,theo parrish,The Gap Band,0.4,0.5
mostra,The Loser,"tomo katsurada,",Nobuo Uematsu,0.4,0.5
panis et circenses,Draw Of The Cards,mutantes,Kim Carnes,0.4,0.5556
role in creation,Kerosene!,yves tumor,Yves Tumor,0.4,1.0
me deixa,Manha de Carnaval,joao donato,João Donato,0.4,0.9091
manha de carnaval,Me Deixa,joao donato,João Donato,0.4,0.9091
let me roll it,There May Come A Time,paul mccartney & wings,Bart & Friends,0.4,0.5
alderney,Service,cathy hall,The Fall,0.4,0.6667
algerie 62,Angel,gwakasonn,Madonna,0.4,0.5
minha me,Them Changes,burnier e cartier,Thundercat,0.4,0.5185
dark,Documentary,jmur,Reymour,0.4,0.5455
watarase,Present,fumo itabashi,Yukihiro Takahashi,0.4,0.5806
unreleased,Raised Eyebrows,odunsi the engine,The Feelies,0.4,0.5
b2 kan i git high,Tell Me What It Is,tyree cooper,"Tyler, The Creator",0.4,0.5333
cosmic dust,Miss Lady,psychemagik,Magic,0.4,0.5
awake o zion,The Minx,twinkie clark,The Cyrkle,0.4,0.5217
dino,Think of Me,harmonia,Madonna,0.4,0.5333
out of town,Blood on the Dollar,water from your eyes,Water From Your Eyes,0.4,1.0
love that will not die,"Don't Think Twice, It's All Right",johnny guitar waton,Johnny Cash,0.4,0.5333
discocaine,Universal Train,eric's friends,Father's Children,0.4,0.5161
dirty love,Tired of Being Alone,bagarre,Al Green,0.4,0.5333
every time i see him,Perfected Steps,metropolis,TOPS,0.4,0.5714
someone stole your love,"Dog Breath, In The Year Of The Plague",frankie zhivago young,Frank Zappa,0.4,0.5
save the best 'til last,Can't Fake the Feeling,alice cohen & fun city,Geraldine Hunt,0.4,0.5
phase shift,That Girl,love & unity,Lloyd & Glen,0.4,0.5
clouds like mountains,True Lies,24satori,Toni,0.4,0.5
fantasia on eleanor rigby,Telephone Thing,therapy,The Fall,0.4,0.5333
last paradise,What A Day For Me,harumi hosono & ..,Harumi,0.4,0.5
it'll all be over,The Ballad Of Naked Man,the supreme jubilees,Butthole Surfers,0.4,0.5
the rebels,Wintertime,wildfire,D-Sire,0.4,0.5714
my love,I Stand Alone,climax band,Calif Malibus,0.4,0.5
tumastin,Min Dag,mdou mocstar,Död Mark,0.4,0.5
miracles,I Am in Love,jennifer vyban,Jennifer Lara,0.4,0.7407
we is 1,The Line,the 2,The GN Band,0.4,0.5
fist heart mighty dawn dart,Cosmic Dancer,t.rex,T. Rex,0.4,0.9091
11 incendiary,Misunderstandings,euphoria case,Chris & Cosey,0.4,0.5385
a ma place,Khala My Friend,mz,Amanaz,0.4,0.5
let the boy be,Sex With Me,epiphany,Rihanna,0.4,0.5333
en regnig dag i bananien,Biya Ba Man Biya,ben morris,Devon Rexi,0.4,0.5
another other,Draw Of The Cards,"iko chire,",Kim Carnes,0.4,0.5
world of the wicked,Skrag Theme,triple c,Aerial M,0.4,0.5
listen,Real Life,cymanide,Emiranda,0.4,0.5
morning song,I mog di,earthling,Haindling,0.4,0.5556
all my life,It's All Again,fluorescent smog,Eleventeen Eston,0.4,0.5
small music,Real Life,tomoki kanda,Emiranda,0.4,0.6
rodeo,Let's Ride,jummai,Junei',0.4,0.5
over the top,My Heart,roy dawson,Carolyn Crawford,0.4,0.5385
stand on the word,My Stove's on Fire,joubert singers,Robert Lester Folsom,0.4,0.5714
hustle ain't over,Tiny God,cm toni,Mylo Stone;Frenic,0.4,0.5
mais,Dreams,lucie antunes,Blue Tandem,0.4,0.5833
shrine,Sommartid,gus tomizuka,Magnus Uggla,0.4,0.5
mistakes,Cosmopolitan,jukebox,Blueboy,0.4,0.5714
magicarpe,Necrophones,gfh,Lungfish,0.4,0.5455
duniaku,Delusion,gruppe kibri,George Riley,0.4,0.5
deetour (party mix),Documentary,karen young,Reymour,0.4,0.5556
claremont road,What Are You Gonna Do,"michael j. blood,",Michael Soward,0.4,0.6452
ripples,Lye,"tarwater,",Earl Sweatshirt,0.4,0.5
in a moment divine,The Time Has Come,freak heat waves with cindy lee,Freak Heat Waves,0.4,0.6809
one hundred ways,We Did It,"quincy jones,",Syl Johnson,0.4,0.5
miracles,I Am in Love,jennifer vynam,Jennifer Lara,0.4,0.7407
a beard of stars,Mambo Sun,t-rex,T. Rex,0.4,0.7273
sleep my love,Without Love,chris britton,Peter Brown,0.4,0.5
me deixa,Manha de Carnaval,joo donato & geraldo carneiro,João Donato,0.4,0.5
dust,Debris,22 beaches,Faces,0.4,0.5333
mane joao,Washed Away,wanderlea,Kelela,0.4,0.5333
give up the goods (just step),The Start of Your Ending (41st Side),mob deep,Mobb Deep,0.4,0.9412
lady of the island dedications,Soul Vibrations,"crosby,",Dorothy Ashby,0.4,0.5
change of attention,The Thistle,kissed air,Jesse Rae,0.4,0.5263
last words,Par hasard,skidoo,Mikado,0.4,0.5
leaving rome,una rosa,gladstone anderson,Sonic Emerson,0.4,0.5806
telephone!,Le Chiffre,fan dao zhen li,Canada High,0.4,0.5385
bisaraha,Foolish,ziad rahbani,Ashanti,0.4,0.5263
party night,The Night We Saw The Sun,stevo,Steve Gray,0.4,0.5333
touch me (version),Without Love,a brown,Peter Brown,0.4,0.6667
cruise control,My Sunshine Girl,transient waves,The Radiants,0.4,0.5185
i'm leavin',It's Only Life,elvis,The Feelies,0.4,0.5
golden eagle flight,Molten Love,boomerang,America,0.4,0.5
can't do that to her,Can I Call You Rose?,"thee sinseers,",Thee Sacred Souls,0.4,0.5161
idayimane,Anime World,sakihile,SahBabii,0.4,0.5
"hello, i am your heart",If I Had Loved You,mandred manns earth band,Sunshine Earth Band,0.4,0.6047
the upper way,Call Of The River,violinaires,Linda Perhacs,0.4,0.5
diana doesn`t care,Astawesalehu,m-ways,Admas,0.4,0.5455
ha ya (eternal life),"Here Comes Love, Tenderness and Kindness",the dynamic clark sistersa,The Cigarettes,0.4,0.5
can we do this?,Head Over Heels,speakers corner quartet,Tears For Fears,0.4,0.5263
watarase,Present,fumio itabashi,Yukihiro Takahashi,0.4,0.625
money's too tight (to mention),I Cry (Night after Night),the valentine bros.,The Egyptian Lover,0.4,0.5405
fur dich,"Un Soir, Un Chien",thomas dinger,Laetitia Sadier,0.4,0.5
blue night,Never Let It Go,torch song,Keith Robinson,0.4,0.5
love that will not die,"Don't Think Twice, It's All Right","jonny ""guitar"" watson",Johnny Cash,0.4,0.5
sunday morning,Lena's Song,"the velvet underground,",The Sweet Enoughs,0.4,0.55
