nts_song,spotify_track,nts_artist,spotify_artist,song_sim,artist_sim
big a little a,Big a Little A - Live,crass,Crass,0.8,1.0
genius of love (live),Genius Of Love,tom tom club,Tom Tom Club,0.8,1.0
soul ful dub,Soul Fire Dub,winston edwards,Winston Edwards,0.8,1.0
lined up,All Lined Up,shriekback,Shriekback,0.8,1.0
cruise control,Cruise Control - 1994,headless chickens,Headless Chickens,0.8,1.0
14 31,14:31,global communication,Global Communication,0.8,1.0
i missed again,I Missed Again - Demo,phill collins,Phil Collins,0.8,0.96
fire !,Fire,the crazy world of arthur brown,The Crazy World Of Arthur Brown,0.8,1.0
ungena za ulimwengu (unite the world) / friendship train,Ungena Za Ulimwengu (Unite The World),the undisputed truth,The Undisputed Truth,0.7957,1.0
let the music use you (club mix),Let The Music Use You,the nightwriters,The Nightwriters,0.7925,1.0
sky's the limit (instrumental),Sky's the Limit (Instrumental) - 2014 Remaster,the notorious b.i.g.,The Notorious B.I.G.,0.7895,1.0
mimi likes 2 dance,Fannie Likes 2 Dance,merle,Merle,0.7895,1.0
wunderbarmaid,Wunderbarmaid - Live,cleaners from venus,The Cleaners From Venus,0.7879,0.9048
young jobless,Young Jobless (1980),cleaners from venus,The Cleaners From Venus,0.7879,0.9048
mass--'emmanuel',Mass - ‘Emmanuel’,sister irene o'connor,Sister Irene O'Connor,0.7879,1.0
stranger than love (dub),Stranger Than Love - Dub Version,mark stewart,Mark Stewart,0.7857,1.0
looking for atlantis (extended),Looking For Atlantis,prefab sprout,Prefab Sprout,0.7843,1.0
we got one (long version),We Got One - Radio Version,matt covington,Matt Covington,0.7843,1.0
place i won't quit,PLace I won't Quit [127 BPM],vegyn,Vegyn,0.7826,1.0
this guy's in love with you (instrumental),This Guy's In Love With You,burt bachrach,Burt Bacharach,0.7826,0.963
i can't it do alone,I Can't Leave It Alone,tony wilson,Tony Wilson,0.7805,1.0
lost in the supermarket,Lost in the Supermarket - Remastered,the clash,The Clash,0.7797,1.0
no doubt (instrumental),No Doubt - Instrumental Version,the boulevard connection,The Boulevard Connection,0.7778,1.0
north by north (remix),North by North,the bats,The Bats,0.7778,1.0
"feeling u, feeling me","Feeling U, Feeling Me (Interlude)",alicia keys,Alicia Keys,0.7778,1.0
i'll be around (vocal),I'll Be Around,terri wells,Terri Wells,0.7778,1.0
the look of love (part one),"The Look Of Love, Pt.1",abc,ABC,0.7755,1.0
computer age,Computer Age (Live),neil young,Neil Young,0.7742,1.0
dark dancing,Dark Dancing - demo,fievel is glauque,Fievel Is Glauque,0.7742,1.0
no such thing as england (live),Theres no such thing as england,pollyfromthedirt,Pollyfromthedirt,0.7742,1.0
the view from her room,"The View From Her Room - 7"" Version",weekend,Weekend,0.7719,1.0
don't you want my love,Don't You Want My Love - Remastered,debbie jacobs,Debbie Jacobs,0.7719,1.0
my sarah,Sarah,thin lizzy,Thin Lizzy,0.7692,1.0
(i guess) it must be love (instrumental),(I Guess) It Must Be Love,thelma houston,Thelma Houston,0.7692,1.0
don't i ever cross your mind sometime (vocal),Don't I Ever Cross Your Mind,barbara mason,Barbara Mason,0.7671,1.0
mein maschine ist schon,Mein Maschine Ist Schön - Single Edit,cos,Cos,0.7667,1.0
fall for you (sandy rivera's classic mix),Fall For You (Sandy Rivera's Classic Mix) [Moodymann Edit] - Mixed,"kings of tomorrow,",Kings Of Tomorrow;April;Sandy Rivera,0.7664,0.6296
i've got a date with the rain,Date with the Rain,east coast love affair,East Coast Love Affair;Peter Hunnigale;L. Ross,0.766,0.6471
that ain't right (ujam klub mix),That Ain't Right - Krivit's Klub Mix,judy albanese,Judy Albanese,0.7647,1.0
stand on the word (original version),Stand on the Word - 1982 Version,the joubert singers,The Joubert Singers,0.7647,1.0
she knows me too well,She Knows Me Too Well - Remastered,the beach boys,The Beach Boys,0.7636,1.0
you get what you give,You Get What You Give - Radio Edit,new radicals,New Radicals,0.7636,1.0
lucy in the sky with diamonds,Lucy In The Sky With Diamonds - Remastered 2009,the beatles,The Beatles,0.7632,1.0
gil parlero' di te,Gli parlerò di te - 1983,righeira,Righeira,0.7619,1.0
it's trippin' when i'm fine,It's Trippin' When I'm Fine - Never Released,a certain ratio,A Certain Ratio,0.7606,1.0
in between days (shiver mix),In Between Days - Live,the cure,The Cure,0.76,1.0
only love can break your heart (foxbase beta mix),Only Love Can Break Your Heart,saint etienne,Saint Etienne,0.7595,1.0
life's just a ballgame (radio remix),Life's Just A Ballgame,womack & womack,Womack & Womack,0.7586,1.0
andando en la luz fira,Andando en la Luz Fría - Bonus Track,los encargados,Los Encargados,0.7586,1.0
nuclear war,Nuclear War (Live),sun ra arkestra,Sun Ra Arkestra,0.7586,1.0
where did he come from,Where Did He Come From? - Radio Edit,sunday,Sunday,0.7586,1.0
don't let it get you down,Don't Let It Get You Down - 2003 Remaster,kevin ayers,Kevin Ayers,0.7576,1.0
glued to the spot,Glued To The Spot (Club Mix),cheryl glasgow,Cheryl Glasgow,0.7556,1.0
waiting for that day,Waiting for That Day - Remastered,george michael,George Michael,0.7547,1.0
soldier of the heart,Soldier of the Heart - Remastered,judee sill,Judee Sill,0.7547,1.0
il est tout pour moi,Il est tout pour moi - Stereo Mix,francoise hardy,Françoise Hardy,0.7547,0.9333
drinking at a stream,Drinking at a Stream - Remastered,deux filles,Deux Filles,0.7547,1.0
be there in the morning,Be There in the Morning - 1977 Version,renee geyer,Renee Geyer,0.7541,1.0
i go to sleep (demo),I Go to Sleep - Demo Version,the kinks,The Kinks,0.75,1.0
a day in the life of a tree,A Day In The Life Of A Tree - Remastered 2009,the beach boys,The Beach Boys,0.75,1.0
baby britain (instr),Baby Britain,elliott smith,Elliott Smith,0.75,1.0
"marseille, pt.2",MARSEILLE,ashley iman,Ashley Iman,0.75,1.0
don't walk away (tv walk),Don't Walk Away,jade,Jade,0.75,1.0
"long hot summer (12"" version)","Long Hot Summer - 7"" Single",the style council,The Style Council,0.75,1.0
open the door,On The Roof,the new investigators,The Feelies,0.75,0.5
college infernal (house infernal version),Collège infernal - House Paradise Version Remix,marie touchet,Marie Touchet,0.75,1.0
don't think i'm not (radio edit),Don't Think I'm Not,kandi,Kandi,0.7451,1.0
where there is love,Where There Is Love - Remastered,patrice rushen,Patrice Rushen,0.7451,1.0
say you'll be there (single mix),Say You'll Be There,spice girls,Spice Girls,0.7451,1.0
our english friends,Our English Friends - Remastered,deux filles,Deux Filles,0.7451,1.0
se a vida e (that's the way life is) (pink noise mix),Se a vida é (that’s the way life is) - 2018 Remaster,pet shop boys,Pet Shop Boys,0.7429,1.0
add some music to your day,Add Some Music To Your Day - Remastered 2009,the beach boys,The Beach Boys,0.7429,1.0
hit the north,Hit the North - Part 2,the fall,The Fall,0.7429,1.0
are 'friends' electric?,Are 'Friends' Electric? - 1998 Remaster,tubeway army,Tubeway Army,0.7419,1.0
if (we had peace today),If (We Had Peace Today) - 2006 Remaster,harlem river drive,Harlem River Drive,0.7419,1.0
black gold (demo),Black Gold,charles stepney,Charles Stepney,0.7407,1.0
woman lake (live),Woman Lake,snuggle,snuggle,0.7407,1.0
playthings (live),Playthings,snuggle,snuggle,0.7407,1.0
down where the valleys are low,Down Where The Valleys Are Low - Remastered Version,judee sill,Judee Sill,0.7407,1.0
numerology (live),Numerology,my new band believe,My New Band Believe,0.7407,1.0
golden years (single version),Golden Years - Single Version; 2014 Remaster,david bowie,David Bowie,0.7397,1.0
maudit deejay (instrumental version),Maudit Deejay - Version Instrumentale,clara capri,Clara Capri,0.7397,1.0
how bad i want ya (radio mix),How Bad I Want Ya,"stacy kidd,",Stacy Kidd;Peven Everett,0.7391,0.5714
i don't think i'm ever gonna figure it out,I Don't Think I'm Ever Gonna Figure It Out - Remixed And Remastered 2017,elliott smith,Elliott Smith,0.7368,1.0
it's all again (reprise),It's All Again,eleventeen eston,Eleventeen Eston,0.7368,1.0
love theme from spartacus,Love Theme From Spartacus - Remastered 2023,yusef lateef,Yusef Lateef,0.7353,1.0
it ain't no big thing (orig.),It Ain't No Big Thing (2012 - Remaster),donna mcghee,Donna Mcghee,0.7353,1.0
flowers of the sea,Flowers of the Sea - Remastered,dead can dance,Dead Can Dance,0.7347,1.0
charlie don't surf,Charlie Don't Surf - Remastered,the clash,The Clash,0.7347,1.0
i thought you knew (remastered),I Thought You Knew,eva noxious,Eva Noxious,0.7347,1.0
turn off the light (radio edit),Turn Off The Light,nelly furtado,Nelly Furtado,0.7347,1.0
sex with me (clean),Sex With Me,rihanna,Rihanna,0.7333,1.0
i get the sweetest feeling (original version),I Get The Sweetest Feeling,jackie wilson,Jackie Wilson,0.7324,1.0
trust fund baby [explicit],TRUST FUND BABY,amaarae,Amaarae,0.7317,1.0
waterloo sunset,Waterloo Sunset (Original),affairs of the heart,Affairs Of The Heart,0.7317,1.0
candlelight (alt.),Candlelight - Alternate,sjunne fergers exit,Sjunne Ferger;Exit,0.7317,0.9189
(you caught me) smilin',(You Caught Me) Smilin' - Single Version,sly & the family stone,Sly & The Family Stone,0.7302,1.0
breaking up somebody's home,I Feel Like Breaking up Somebody's Home Tonight,ann peebles,Ann Peebles,0.7297,1.0
magneto and titanium man,Magneto And Titanium Man - Remastered 2014,wings,Wings,0.7273,1.0
when a man needs a woman,When A Man Needs A Woman - Remastered 2001,the beach boys,The Beach Boys,0.7273,1.0
love song no. 2,"Love Song 1, pt. 1",mike westbrook concert band,Mike Westbrook Concert Band,0.7273,1.0
caught by a wind,Caught by a wind - BFF remix,dj suzy,DJ Suzy,0.7273,1.0
no one's watching me,No One's Watching Me (Instrumental),ezra collective,Ezra Collective,0.7273,1.0
you can't have your cake and eat it too (vocal),You Can't Have Your Cake and Eat It Too (Alternate Mix) ( 2012 - Remaster),b.t. (brenda taylor),B.T. (Brenda Taylor),0.7273,1.0
two heads are better than one,"Two Heads Are Better Than One - Original 7"" Version",cube,Cube,0.725,1.0
"happiness is easy (12"" mix)","Happiness Is Easy - 12"" Mix; 2003 Remaster",talk talk,Talk Talk,0.7246,1.0
the street parade,The Street Parade - Remastered,the clash,The Clash,0.7234,1.0
where angels play,Where Angels Play - Remastered,the stone roses,The Stone Roses,0.7234,1.0
my army of lovers,My Army Of Lovers - Radio Edit,army of lovers,Army Of Lovers,0.7234,1.0
when i'm with you,When I'm with You - Remastered,sparks,Sparks,0.7234,1.0
every day another dream,Another Dream,brenda ray,Brenda Ray,0.7222,1.0
same old song,Same Old Song - Outtake,"crosby, stills, nash & young","Crosby, Stills, Nash & Young",0.7222,1.0
life's just a ballgame (ballroom remix),Life's Just A Ballgame,womack & womack,Womack & Womack,0.7213,1.0
timepiece,Timepiece - Live,terry callier,Terry Callier,0.72,1.0
i wanna be free (fast version - mono tv mix),I Wanna Be Free - Fast Version; 2006 Remaster,the monkees,The Monkees,0.7191,1.0
don't go near the water,Don't Go Near The Water - Remastered 2009,the beach boys,The Beach Boys,0.7188,1.0
something's got to give,Something's Got To Give - Remastered 2009,beastie boys,Beastie Boys,0.7188,1.0
sunshine (unfinished),Crush - Unfinished,jai paul,Jai Paul,0.7179,1.0
muskrat candlelight,Muskrat Love (Muskrat Candlelight),willis alan ramsey,Willis Alan Ramsey,0.717,1.0
half a tab (clean),Half A Tab,odunsi (the engine),Odunsi (The Engine),0.7143,1.0
karachi,Kakashi,yasuaki shimizu,Yasuaki Shimizu,0.7143,1.0
birds,The Birds,rick cuevas,Rick Cuevas,0.7143,1.0
long hot summer,"Long Hot Summer - 7"" Single",the style council,The Style Council,0.7143,1.0
life is a miracle part i,Life Is a Miracle - Full Length Mix,jax transit authority,Jax Transit Authority,0.7119,1.0
jazz (we've got) (lp version),Jazz (We've Got),a tribe called quest,A Tribe Called Quest,0.7111,1.0
dead eyes opened (radio edit),Dead Eyes Opened,severed heads,Severed Heads,0.7111,1.0
dust filled room,Dust Filled Room - Remastered,bill fay,Bill Fay,0.7111,1.0
joe harper saturday morning,Joe Harper Saturday Morning (Original Stereo Mix),van morrison,Van Morrison,0.7105,1.0
canto de iemanj,Canto de Ossanha,baden powell & vincius de moraes,Baden Powell;Quarteto Em Cy,0.7097,0.5085
my sweet angel,Sweet as an Angel,"jiving juniors,",The Jiving Juniors,0.7097,0.8485
canto de iemanj,Canto de Ossanha,baden powell & vinicius de moraes,Baden Powell;Quarteto Em Cy,0.7097,0.5
sweet as an angel,My Sweet Angel,jiving juniors,The Jiving Juniors,0.7097,0.875
cocaine lil,Cocain,john martyn,John Martyn,0.7059,1.0
bring power to its knees,Power of Love (Aka Bring Power to Its Knees),nocturnal emissions,Nocturnal Emissions,0.7059,1.0
my october symphony,My October Symphony - 2018 Remaster,pet shop boys,Pet Shop Boys,0.7037,1.0
does caroline know?,Does Caroline Know? - 1997 Remaster,talk talk,Talk Talk,0.7037,1.0
turn of the century,Turn of the Century - 2007 Remaster,beat rhythm fashion,Beat Rhythm Fashion,0.7037,1.0
i don't need nobody,I Don't Need Nobody - 2023 Remaster,chris energy,Chris Energy,0.7037,1.0
blues in c major,Blues in B Flat Minor,fleetwood mac,Fleetwood Mac,0.7027,1.0
my sweet lord,My Sweet Lord - 2020 Mix,george harrison,George Harrison,0.7027,1.0
all i need is you (vocal),All I Need Is You - Instrumental,starshine,Starshine,0.7018,1.0
i was born this way (vocal),"I Was Born This Way (12"" Vocal) ( 2012 - Remaster)",carl bean,Carl Bean,0.7013,1.0
i want to thank you,I Want to Hug the Sky,pamela fernandez,Impala Syndrome,0.7,0.5161
frozen in time,Frozen In Time ((Kamikaze),thompson twins,Thompson Twins,0.7,1.0
hyacinth house,Hyacinth House - Débranché,supergrass,Supergrass,0.7,1.0
gizzada remix,Gizzada,merciless,Merciless,0.7,1.0
dreiklangsdimensionen,Dreiklangsdimensionen - Remastered 2005,rheingold,Rheingold,0.7,1.0
bitter sweet symphony,Bitter Sweet Symphony - Remastered 2016,the verve,The Verve,0.7,1.0
nature makes a mistake,Nature Makes A Mistake - Original Version,son of sam,Son of Sam,0.6984,1.0
mersey paradise,Mersey Paradise - Remastered,the stone roses,The Stone Roses,0.6977,1.0
let me show you (long vocal),Let Me Show You,larry wu,Larry Wu,0.6977,1.0
i like it it lit,I LIKE IT IT LIT [125.858 BPM],vegyn,Vegyn,0.6957,1.0
the call up,The Cool Out,the clash,The Clash,0.6957,1.0
since i left you (single edit),Since I Left You,the avalanches,The Avalanches,0.6957,1.0
the lamb ran away with the crown,The Lamb Ran Away with the Crown - Live at Boston Music Hall,judee sill,Judee Sill,0.6957,1.0
waterloo,Waterloo (1983),andrew hawkey,Andrew Hawkey,0.6957,1.0
la plage,La plage (1986),in aeternam vale,In Aeternam Vale,0.6957,1.0
glad to know you,Glad To know You - Single Edit,kitty grant,Kitty Grant,0.6957,1.0
hotel des savanes,Hôtel Des Savanes - Instrumental,voyage de charme,Voyage De Charme,0.6939,1.0
stand on the word,Stand on the Word - 1982 Version,the joubert singers,The Joubert Singers,0.6939,1.0
heaven on a sunday,Heaven On A Sunday - Rude Cassette,paul mccartney,Paul McCartney,0.6923,1.0
keep on keeping on,Keep on Keeping On - 2019 Remaster,curtis mayfield,Curtis Mayfield,0.6923,1.0
just a little more (surrender mix),Just a Little More,fifth of heaven,Fifth Of Heaven,0.6923,1.0
once in a lifetime,DéFaal Lu Wor (Once In A Lifetime),wasis diop,Wasis Diop,0.6923,1.0
if i saw you again,If I Saw You Again (2024 Remaster),pages,Pages,0.6923,1.0
buenas vibraciones,Buenas vibraciones - 2016 Remaster,los javaloyas,Los Javaloyas,0.6923,1.0
waiting for a train (album versionl),Waiting for a Train,flash and the pan,Flash and the Pan,0.6909,1.0
walkin thru my mind,Walkin Thru My Mind (Single Version),straight arrows,Straight Arrows,0.6909,1.0
controversy between,Controversy Between - Aerial Version,front 242,Front 242,0.6909,1.0
i don't have to cry [original 82/15],I Don't Have to Cry,maryn e. coote,Maryn E. Coote,0.6909,1.0
you can't have your cake and eat it too,You Can't Have Your Cake and Eat It Too (Alternate Mix) ( 2012 - Remaster),b.t. (brenda taylor),B.T. (Brenda Taylor),0.6903,1.0
born again freestyle,born again freestyle (shed a tear).mp3,samba jean-baptiste,Samba Jean-Baptiste,0.6897,1.0
bloody and blue (instrumental),Bloody and Blue - Backing Track,maxx mann,Maxx Mann,0.6885,1.0
time to leave (can't mix),Time To Leave,youandewan,Youandewan,0.6842,1.0
"crying, laughing, loving, lying","Crying Laughing Loving Lying (From ""The Holdovers"")",labi siffre,Labi Siffre,0.6829,1.0
dickie's blues,Dickie's Blues - Remastered,mike welch,Mike Welch,0.6829,1.0
days incomplete (live on nts),Days Incomplete,fine,Fine,0.6818,1.0
balla mozzarella (galbani raga),Balla Mozzarella,giovanni t.,Giovanni T.,0.6809,1.0
xin zang nofei shinzo no tobira,Shinzo No Tobira,mariah,Mariah,0.6809,1.0
happiness is easy,Happiness Is Easy - 1997 Remaster,talk talk,Talk Talk,0.68,1.0
holy dance (first mix),Holy Dance - Large Sound Mix,agua re,Agua Re,0.68,1.0
bennie and the jets,Bennie And The Jets - Remastered 2014,elton john,Elton John,0.6786,1.0
sweetheart contract,Sweetheart Contract - Remastered 2007,magazine,Magazine,0.6786,1.0
it's a sin (disco mix),It's a Sin - Disco Mix; 2018 Remaster,pet shop boys,Pet Shop Boys,0.678,1.0
be here in the morning,Be Here In The Mornin' - Remastered 2001,the beach boys,The Beach Boys,0.6774,1.0
take a vacation from life,Take a Vacation from Life (And Visit Your Dreams),the undisputed truth,The Undisputed Truth,0.6757,1.0
pottersfieild: one stop,Potters Field,alice swoboda,Alice Swoboda,0.6667,1.0
say it ain't so,Say It Ain't So - Original Mix,weezer,Weezer,0.6667,1.0
there she goes (bbc session),There She Goes,the la's,The La's,0.6667,1.0
second hand news,Second Hand News - 2004 Remaster,fleetwood mac,Fleetwood Mac,0.6667,1.0
your silent face,Your Silent Face - 2015 Remaster,new order,New Order,0.6667,1.0
dreams never end,Dreams Never End - 2015 Remaster,new order,New Order,0.6667,1.0
long promised road,Long Promised Road - Remastered 2009,the beach boys,The Beach Boys,0.6667,1.0
illusion,Just an Illusion,barry biggs,Barry Biggs,0.6667,1.0
international (global mix),International,thomas leer,Thomas Leer,0.6667,1.0
moonage daydream,Moonage Daydream - 2012 Remaster,david bowie,David Bowie,0.6667,1.0
iih sng,Ooh Song,the care package,The Care Package,0.6667,1.0
octagon,Ocaso,onyx,Onyx,0.6667,1.0
the equaliser,The Equaliser - Remastered,the clash,The Clash,0.6667,1.0
strlande,Allande,ray ragnhild adams,Ray Ragnhild Adams,0.6667,1.0
inziazione,Iniziazione Africana,giuliano sorgini,Giuliano Sorgini,0.6667,1.0
woo-hah!! got you all in check (the jay-dee bounce remix),Woo Hah!! Got You All in Check,busta rhymes,Busta Rhymes,0.6667,1.0
bela lugosi's dead,Bela Lugosi's Dead - Tomb Raider Mix,bauhaus,Bauhaus,0.6667,1.0
bron-yr-aur,Bron-Yr-Aur - Remaster,led zeppelin,Led Zeppelin,0.6667,1.0
the minx (vocal),The Minx,the cyrkle,The Cyrkle,0.6667,1.0
i believe in you,I Believe in You - 1997 Remaster,talk talk,Talk Talk,0.6667,1.0
love's the most,Love's to Share,brenda ray,Brenda Ray,0.6667,1.0
over you,Over You - Mix 2,gold in the shade,Gold In The Shade,0.6667,1.0
companion,Constant Companion,dennis wilson,Dennis Wilson,0.6667,1.0
air (instr),Air Instrumental,omerta,Omertà,0.6667,0.8333
the vigilante,The Vigilante - Remastered,judee sill,Judee Sill,0.6667,1.0
born slippy .nuxx,Born Slippy (Nuxx) - Radio Edit,underworld,Underworld,0.6667,1.0
out in the streets,Out In The Streets - Remastered 2001,blondie,Blondie,0.6667,1.0
cocaine (live),Cocaine,j.j. cale,J.J. Cale,0.6667,1.0
blow out,Blow Out - Remix,jah wobble,Jah Wobble,0.6667,1.0
sun spots (fade),Sunspots,julian cope,Julian Cope,0.6667,1.0
computer world..2,Computer Love,kraftwerk,Kraftwerk,0.6667,1.0
young is a world,Young Is A World - 2013 Remaster,budgie,Budgie,0.6667,1.0
prologue,Prologue (Birth),alexandre desplat,Alexandre Desplat,0.6667,1.0
cecilia,Cecilia - Edit,roger ronning,Roger Rönning,0.6667,0.9231
kata !!!,Kata,kate nv,Kate NV,0.6667,1.0
you make me do it,You Make Me Do It - Original Album,ago',Ago,0.6667,0.8571
sing,Shine,paul roberts,Paul Rietz,0.6667,0.7273
come with me,Come with Me - The Chill,paprika soul,Paprika Soul,0.6667,1.0
malestuste teel,Mälestuste Teel - Instrumental,eesti raadio straadiokester,Eesti Raadio estraadiorkester,0.6667,0.9643
malestuste teel,Mälestuste Teel - Instrumental,eesti raadio estraadiokester,Eesti Raadio estraadiorkester,0.6667,0.9825
cis 1,CIS5,bo khat etenernal truth band,Bo Khat Eternal Troof Family Band,0.6667,0.7541
heroine,The Line,"the edge,",The GN Band,0.6667,0.5
being in love ain't easy,I'm Believing In Love Again,marie franklin,Maureen Mason,0.6667,0.5185
little fluffy clouds (cumulo nimbus mix),Little Fluffy Clouds,the orb,The Orb,0.6667,1.0
"attitude, belief & determination","Attitude, Belief and Determination - Zaf Lovevinyl Slight Edit",martin l. dumas jr.,"Martin L. Dumas, Jr.;Zafsmusic",0.6596,0.7755
i wanna be free (album version),I Wanna Be Free - Fast Version; 2006 Remaster,the monkees,The Monkees,0.6579,1.0
it tajes a muscle to come around,It Takes a Muscle to Fall in Love (Remix),spectral display,Spectral Display,0.6575,1.0
obscure desire (harlequin mix),Obscure Desire - English Extended Mix,obscure desire,Obscure Desire,0.6567,1.0
welcome to the now age,Welcome to the Now Age (Channelling Hyparxia),prince rama,Prince Rama,0.6567,1.0
right (alternative early version),Right - Alternative Gouster Mix,david bowie,David Bowie,0.6562,1.0
she bangs the drum,She Bangs the Drums - Demo Remastered,the stone roses,The Stone Roses,0.6545,1.0
i talk to the wind (duo version 1969),I Talk To The Wind,king crimson,King Crimson,0.6545,1.0
radio cosmo 101,Radio Cosmo 101 - Vocal Version,"the one ""o"" one's","The One ""O"" One's",0.6522,1.0
more like space,More Like Space - 2025 Remaster,seefeel,Seefeel,0.6522,1.0
young americans,Young Americans - 2016 Remaster,david bowie,David Bowie,0.6522,1.0
koeeoaddi there,Koeeoaddi There - 2010 Remaster,the incredible string band,The Incredible String Band,0.6522,1.0
matter of time,Matter of Time (Instrumental),craic boi mental,Craic Boi Mental,0.6512,1.0
tumbling tears,"Tumbling Tears - 12"" Discomix",alton ellis,Alton Ellis,0.6512,1.0
jump & prance (,Jump and Prance-Dream Mix,dreamhouse,DreamHouse,0.65,1.0
version city,Version City - Remastered,the clash,The Clash,0.6486,1.0
i'm a cuckoo (lp version),I'm a Cuckoo,belle and sebastian,Belle and Sebastian,0.6486,1.0
ye noxiang i yoru no omoi,Yoru no Omoi,fishmans,Fishmans,0.6486,1.0
la maquinita = locomotion,La Maquinita,vianey valdez,Vianey Valdez,0.6486,1.0
caldonia soul music,Caledonia Swing,van morrison,Van Morrison,0.6471,1.0
"breakdown (12"" first version)","Breakdown - 12"" Version 1 Remastered",colourbox,Colourbox,0.6462,1.0
the garden (original),The Garden,blaze,Blaze,0.6452,1.0
ooh baby baby (,"Baby, Baby, Baby",aretha franklin,Aretha Franklin,0.6452,1.0
better off alone,Eyes of Love,"mathew lee cothran,",The Edge Of Daybreak,0.6429,0.5128
why boast (version),Why Boast,sizzla,Sizzla,0.6429,1.0
you make me do (it),You Make Me Do It - Original Album,ago,Ago,0.6415,1.0
arrow through me,Arrow Through Me - Remastered 1993,wings,Wings,0.64,1.0
hot love,Hot Love - A Side,t. rex,T. Rex,0.64,1.0
contemplation,Acceleration,bill nelson,Bill Nelson,0.64,1.0
"long, long, long","Long, Long, Long - Remastered 2009",the beatles,The Beatles,0.64,1.0
in the beginning...,In The Beginning - Original Mix,tikkle,Tikkle,0.64,1.0
the good love,Eyes of Love,the double image,The Edge Of Daybreak,0.64,0.5
baby don't cry (radio version),Baby Don't Cry,lalah hathaway,Lalah Hathaway,0.6364,1.0
yeet 3zerok [126 bpm],Excellent Egg [127 BPM],vegyn,Vegyn,0.6364,1.0
string hoe,Sittin' Here,dizzee rascal,Dizzee Rascal,0.6364,1.0
mam yinne wa,Zota Yinne,algote oho & his sounds of joy,Alogte Oho Jonas and His Sounds of Joy;The Sahel Souls,0.6364,0.6667
nuclear (dirty),Nuclear,destiny's child,Destiny's Child,0.6364,1.0
runaway train,RUN-A-WAY,african-american sound recordings,African-American Sound Recordings,0.6364,1.0
gone aw,Gone Away Again,roger fakhr,Rogér Fakhr,0.6364,0.9091
planet caravan,Planet Caravan - 2009 Remaster,black sabbath,Black Sabbath,0.6364,1.0
al al al al,AI AI AI AI,john lurie,John Lurie,0.6364,1.0
caribbean blue,Caribbean Blue - 2009 Remaster,enya,Enya,0.6364,1.0
olha o menino,Olha O Menino - Nova Mixagem,caetano veloso,Caetano Veloso,0.6341,1.0
every day just another dream,Another Dream,brenda ray,Brenda Ray,0.6341,1.0
family prayer (midday vocal),Family Prayer,clifton king,Clifton King,0.6341,1.0
shame (instr),Shame (Instrumental) - mixed,freddie gibbs x madlib,Freddie Gibbs;Madlib,0.6341,0.9048
standing on the top,Standing On The Top - 1984 Live Recording,michael soward,Michael Soward,0.6333,1.0
listen to the music (for drums & samples),Listen To The Music,quiet force,Quiet Force,0.6333,1.0
coffin maker,Coffin Maker (Zamrock Mix),"chrissy zebby tembo,",Chrissy Zebby Tembo;Ngozi Family,0.6316,0.7308
portal (live),Portal,fine,Fine,0.6316,1.0
different language,Different Language - Remastered Version,the vision,The Vision,0.6316,1.0
monterey,Controversy,borderline,Prince,0.6316,0.5
distractions (demo 1988),Distractions - Remastered 2017,paul mccartney,Paul McCartney,0.6296,1.0
la pa ti ta,la pa ti ta - Remastered,800 cherries,800 cherries,0.6286,1.0
the phoenix,The Phoenix - Remastered,judee sill,Judee Sill,0.6286,1.0
show me how,Show Me How - 45 Version,the emotions,The Emotions,0.6286,1.0
medieval version - better off alone,Better Off Alone,alice deejay,Alice Deejay,0.6275,1.0
love is strange,Love Is Strange - Remastered 2018,wings,Wings,0.625,1.0
slip on through,Slip On Through - Remastered 2009,the beach boys,The Beach Boys,0.625,1.0
teekon warriors,Teekon Warriors (Remastered 2024),khartomb,Khartomb,0.625,1.0
pulp jam,Slow Jam,"cruza,",Tirzah,0.625,0.5
keep it on (this beat),Keep It On,slum village,Slum Village,0.625,1.0
she wants,The Way,the n. m. band,The Gap Band,0.625,0.6923
the bewlay brothers,The Bewlay Brothers - 2021 Alternative Mix,david bowie,David Bowie,0.623,1.0
lullaby (dream state mix),Lullaby - Remastered,the cure,The Cure,0.6222,1.0
lait de coco (instrumental),Lait de coco - Dub,maya,Maya,0.6222,1.0
girl u so fine,GIRL U SO FINE (ft. Rob Apollo),hitech,HiTech;Rob Apollo,0.6222,0.5217
don't be afraid,Don’t Be Afraid - Instrumental,sky's the limit,Sky's The Limit,0.6222,1.0
find something cool to do with it [74 bpm],Something Else 4 a bit [101 BPM],vegyn,Vegyn,0.6216,1.0
check 4 u,Check 4 U - Original,bo'vel,Bô'vel,0.6207,0.8333
pick up the pieces,Pick Up the Pieces Again - 2008 Remaster,the hollies,The Hollies,0.6207,1.0
born in borneo,Jonz In My Bonz,ken-dang,D'Angelo,0.6207,0.5
the brazilian,The Brazilian - 2007 Remaster,genesis,Genesis,0.619,1.0
only over you,Only over You - 2016 Remaster,fleetwood mac,Fleetwood Mac,0.619,1.0
requiem again,Requiem Again - 2024 Remaster,the durutti column,The Durutti Column,0.619,1.0
the chauffeur,The Chauffeur - 2009 Remaster,duran duran,Duran Duran,0.619,1.0
crying in the sun,More Rain In The Woods,steve hiett,Steve Hiett,0.6154,1.0
po godzinach (original mix),Po Godzinach,pejzaz,Pejzaż,0.6154,0.8333
